index,income_total
14584,270000
14585,180000
14586,148500
14587,315000
14588,180000
14589,202500
14590,234000
14591,193500
14592,315000
14593,135000
14594,202500
14595,180000
14596,67500
14597,112500
14598,135000
14599,540000
14600,585000
14601,216000
14602,135000
14603,202500
14604,202500
14605,157500
14606,148500
14607,180000
14608,270000
14609,202500
14610,202500
14611,202500
14612,112500
14613,99000
14614,225000
14615,135000
14616,81000
14617,112500
14618,225000
14619,94500
14620,202500
14621,135000
14622,157500
14623,97650
14624,211500
14625,180000
14626,135000
14627,126000
14628,216000
14629,157500
14630,202500
14631,94500
14632,112500
14633,135000
14634,126000
14635,76500
14636,135000
14637,202500
14638,90000
14639,225000
14640,185400
14641,135000
14642,90000
14643,360000
14644,157500
14645,126000
14646,157500
14647,157500
14648,81000
14649,112500
14650,157500
14651,103500
14652,202500
14653,216000
14654,180000
14655,112500
14656,292500
14657,202500
14658,112500
14659,270000
14660,45000
14661,135000
14662,270000
14663,270000
14664,180000
14665,108000
14666,216000
14667,135000
14668,103500
14669,193500
14670,171000
14671,225000
14672,112500
14673,112500
14674,225000
14675,121500
14676,450000
14677,157500
14678,58500
14679,202500
14680,180000
14681,112500
14682,180000
14683,135000
14684,202500
14685,225000
14686,119250
14687,202500
14688,247500
14689,234000
14690,135000
14691,202500
14692,153000
14693,121500
14694,247500
14695,202500
14696,180000
14697,157500
14698,292500
14699,112500
14700,202500
14701,76500
14702,1575000
14703,112500
14704,270000
14705,225000
14706,112500
14707,157500
14708,247500
14709,126000
14710,225000
14711,216000
14712,157500
14713,167400
14714,135000
14715,90000
14716,225000
14717,157500
14718,189000
14719,270000
14720,112500
14721,112500
14722,270000
14723,270000
14724,225000
14725,157500
14726,113400
14727,450000
14728,202500
14729,360000
14730,67500
14731,247500
14732,360000
14733,202500
14734,180000
14735,135000
14736,135000
14737,252000
14738,270000
14739,328500
14740,202500
14741,215100
14742,180000
14743,135000
14744,121500
14745,315000
14746,135000
14747,180000
14748,180000
14749,112500
14750,270000
14751,157500
14752,157500
14753,292500
14754,189000
14755,360000
14756,139500
14757,90000
14758,157500
14759,495000
14760,180000
14761,202500
14762,202500
14763,45000
14764,99000
14765,180000
14766,180000
14767,112500
14768,148500
14769,202500
14770,391500
14771,121500
14772,270000
14773,90000
14774,157500
14775,162000
14776,117000
14777,67500
14778,121500
14779,90000
14780,247500
14781,112500
14782,157500
14783,157500
14784,315000
14785,270000
14786,180000
14787,450000
14788,135000
14789,202500
14790,90000
14791,135000
14792,531000
14793,135000
14794,54000
14795,157500
14796,135000
14797,391500
14798,180000
14799,135000
14800,180000
14801,135000
14802,247500
14803,450000
14804,81000
14805,292500
14806,225000
14807,405000
14808,130500
14809,135000
14810,67500
14811,184500
14812,157500
14813,157500
14814,126000
14815,90000
14816,180000
14817,135000
14818,180000
14819,130500
14820,360000
14821,234000
14822,315000
14823,247500
14824,225000
14825,270000
14826,180000
14827,540000
14828,225000
14829,180000
14830,202500
14831,405000
14832,292500
14833,90000
14834,157500
14835,31500
14836,202500
14837,202500
14838,225000
14839,126000
14840,270000
14841,103500
14842,180000
14843,180000
14844,135000
14845,202500
14846,112500
14847,180000
14848,310500
14849,225000
14850,122400
14851,157500
14852,90000
14853,216000
14854,180000
14855,184500
14856,184135.5
14857,67500
14858,135000
14859,180000
14860,180000
14861,112500
14862,171000
14863,450000
14864,225000
14865,135000
14866,225000
14867,180000
14868,112500
14869,135000
14870,450000
14871,207000
14872,900000
14873,54000
14874,135000
14875,144000
14876,135000
14877,139500
14878,202500
14879,247500
14880,67500
14881,112500
14882,225000
14883,450000
14884,99000
14885,157500
14886,135000
14887,121500
14888,225000
14889,225000
14890,180000
14891,135000
14892,119250
14893,135000
14894,45000
14895,157500
14896,315000
14897,54000
14898,144000
14899,175500
14900,225000
14901,292500
14902,180000
14903,360000
14904,126000
14905,238500
14906,202500
14907,225000
14908,135000
14909,180000
14910,225000
14911,234000
14912,225000
14913,90000
14914,112500
14915,225000
14916,126000
14917,190399.5
14918,202500
14919,157500
14920,157500
14921,90000
14922,135000
14923,247500
14924,144000
14925,180000
14926,157500
14927,99000
14928,315000
14929,157500
14930,261000
14931,225000
14932,315000
14933,180000
14934,315000
14935,180000
14936,225000
14937,157500
14938,202500
14939,202500
14940,112500
14941,180000
14942,117000
14943,225000
14944,225000
14945,283500
14946,180000
14947,135000
14948,157500
14949,202500
14950,166500
14951,144000
14952,144000
14953,171000
14954,112500
14955,67500
14956,112500
14957,112500
14958,157500
14959,180000
14960,135000
14961,427500
14962,135000
14963,157500
14964,90000
14965,157500
14966,135000
14967,135000
14968,189000
14969,180000
14970,157500
14971,135000
14972,112500
14973,99000
14974,405000
14975,90000
14976,184500
14977,112500
14978,180000
14979,180000
14980,225000
14981,58500
14982,157500
14983,225000
14984,112500
14985,135000
14986,90000
14987,180000
14988,76500
14989,180000
14990,157500
14991,157500
14992,180000
14993,112500
14994,315000
14995,225000
14996,112500
14997,171000
14998,315000
14999,283500
15000,157500
15001,315000
15002,216000
15003,112500
15004,180000
15005,117000
15006,180000
15007,315000
15008,67500
15009,225000
15010,202500
15011,135000
15012,90000
15013,234000
15014,135000
15015,202500
15016,216000
15017,225000
15018,112500
15019,202500
15020,225000
15021,157500
15022,202500
15023,675000
15024,202500
15025,270000
15026,202500
15027,90000
15028,180000
15029,135000
15030,270000
15031,148500
15032,90000
15033,76500
15034,177750
15035,315000
15036,90000
15037,135000
15038,180000
15039,225000
15040,180000
15041,135000
15042,135000
15043,90000
15044,202500
15045,405000
15046,135000
15047,180000
15048,81000
15049,225000
15050,121500
15051,234000
15052,171000
15053,180000
15054,157500
15055,405000
15056,112500
15057,157500
15058,90000
15059,112500
15060,135000
15061,157500
15062,79650
15063,247500
15064,112500
15065,292500
15066,193500
15067,225000
15068,234000
15069,180000
15070,292500
15071,135000
15072,112500
15073,405000
15074,180000
15075,184500
15076,157500
15077,157500
15078,112500
15079,202500
15080,225000
15081,157500
15082,108000
15083,360000
15084,180000
15085,144000
15086,225000
15087,135000
15088,184500
15089,225000
15090,67500
15091,202500
15092,135000
15093,90000
15094,135000
15095,85500
15096,247500
15097,112500
15098,315000
15099,225000
15100,337500
15101,202500
15102,112500
15103,675000
15104,180000
15105,180000
15106,360000
15107,90000
15108,247500
15109,225000
15110,337500
15111,225000
15112,121500
15113,112500
15114,157500
15115,112500
15116,90000
15117,405000
15118,112500
15119,99000
15120,270000
15121,202500
15122,180000
15123,112500
15124,67500
15125,540000
15126,112500
15127,225000
15128,360000
15129,225000
15130,675000
15131,157500
15132,540000
15133,247500
15134,135000
15135,112500
15136,135000
15137,87750
15138,121500
15139,180000
15140,135000
15141,135000
15142,81000
15143,135000
15144,135000
15145,247500
15146,180000
15147,135000
15148,157500
15149,202500
15150,234000
15151,180000
15152,391500
15153,135000
15154,135000
15155,135000
15156,900000
15157,180000
15158,180000
15159,225000
15160,99000
15161,81000
15162,315000
15163,99000
15164,180000
15165,315000
15166,202500
15167,144000
15168,247500
15169,247500
15170,112500
15171,157500
15172,135000
15173,180000
15174,360000
15175,180000
15176,337500
15177,90000
15178,49500
15179,450000
15180,270000
15181,360000
15182,256500
15183,90000
15184,180000
15185,67500
15186,85500
15187,126000
15188,270000
15189,135000
15190,270000
15191,270000
15192,243000
15193,171000
15194,90000
15195,112500
15196,112500
15197,315000
15198,202500
15199,135000
15200,225000
15201,157500
15202,112500
15203,292500
15204,126000
15205,135000
15206,103500
15207,112500
15208,112500
15209,112500
15210,180000
15211,225000
15212,133650
15213,135000
15214,112500
15215,405000
15216,265500
15217,108000
15218,76500
15219,67500
15220,103500
15221,180000
15222,90000
15223,144000
15224,103500
15225,99000
15226,180000
15227,76500
15228,180000
15229,112500
15230,225000
15231,90000
15232,238500
15233,126000
15234,180000
15235,220500
15236,225000
15237,112500
15238,405000
15239,135000
15240,135000
15241,135000
15242,90000
15243,99000
15244,315000
15245,81000
15246,162000
15247,405000
15248,112500
15249,225000
15250,112500
15251,225000
15252,45000
15253,202500
15254,157500
15255,292500
15256,81000
15257,178200
15258,234000
15259,135000
15260,202500
15261,47250
15262,540000
15263,360000
15264,72000
15265,494100
15266,157500
15267,405000
15268,90000
15269,135000
15270,135000
15271,135000
15272,175500
15273,112500
15274,135000
15275,225000
15276,261000
15277,270000
15278,90000
15279,135000
15280,292500
15281,337500
15282,175500
15283,130500
15284,103500
15285,247500
15286,315000
15287,157500
15288,337500
15289,126000
15290,225000
15291,112500
15292,162000
15293,180000
15294,202500
15295,162000
15296,180000
15297,119250
15298,292500
15299,180000
15300,360000
15301,90000
15302,225000
15303,157500
15304,135000
15305,270000
15306,211500
15307,180000
15308,94500
15309,90000
15310,130500
15311,112500
15312,112500
15313,247500
15314,135000
15315,180000
15316,247500
15317,270000
15318,112500
15319,135000
15320,90000
15321,135000
15322,270000
15323,135000
15324,180000
15325,315000
15326,225000
15327,247500
15328,112500
15329,225000
15330,85500
15331,45000
15332,112500
15333,157500
15334,135000
15335,135000
15336,292500
15337,112500
15338,202500
15339,225000
15340,112500
15341,225000
15342,405000
15343,90000
15344,135000
15345,112500
15346,180000
15347,135000
15348,562500
15349,112500
15350,67500
15351,180000
15352,180000
15353,157500
15354,495000
15355,180000
15356,247500
15357,270000
15358,292500
15359,153000
15360,135000
15361,225000
15362,247500
15363,76500
15364,270000
15365,157500
15366,135000
15367,99000
15368,135000
15369,81000
15370,270000
15371,112500
15372,135000
15373,180000
15374,157500
15375,198000
15376,225000
15377,81000
15378,157500
15379,247500
15380,157500
15381,135000
15382,135000
15383,270000
15384,225000
15385,180000
15386,202500
15387,180000
15388,270000
15389,180000
15390,135000
15391,225000
15392,112500
15393,135000
15394,67500
15395,157500
15396,135000
15397,337500
15398,112500
15399,180000
15400,166500
15401,270000
15402,135000
15403,270000
15404,90000
15405,225000
15406,270000
15407,67500
15408,180000
15409,135000
15410,180000
15411,112500
15412,189000
15413,90000
15414,67500
15415,135000
15416,225000
15417,148500
15418,171000
15419,112500
15420,405000
15421,180000
15422,135000
15423,90000
15424,112500
15425,202500
15426,225000
15427,247500
15428,283500
15429,202500
15430,405000
15431,360000
15432,157500
15433,225000
15434,135000
15435,333000
15436,225000
15437,459000
15438,292500
15439,238500
15440,157500
15441,495000
15442,175500
15443,90000
15444,360000
15445,180000
15446,157500
15447,112500
15448,153000
15449,202500
15450,135000
15451,157500
15452,112500
15453,315000
15454,90000
15455,157500
15456,675000
15457,135000
15458,58500
15459,139500
15460,900000
15461,166500
15462,207000
15463,112500
15464,121500
15465,157500
15466,112500
15467,99000
15468,360000
15469,157500
15470,346500
15471,180000
15472,157500
15473,225000
15474,90000
15475,148500
15476,157500
15477,135000
15478,360000
15479,202500
15480,292500
15481,225000
15482,180000
15483,76500
15484,166500
15485,135000
15486,135000
15487,90000
15488,112500
15489,202500
15490,495000
15491,126000
15492,157500
15493,45000
15494,90000
15495,225000
15496,225000
15497,157500
15498,189000
15499,157500
15500,225000
15501,67500
15502,405000
15503,157500
15504,90000
15505,90000
15506,193500
15507,292500
15508,256500
15509,247500
15510,121500
15511,247500
15512,135000
15513,90000
15514,225000
15515,108000
15516,135000
15517,180000
15518,45000
15519,112500
15520,117000
15521,135000
15522,157500
15523,315000
15524,148500
15525,202500
15526,73350
15527,117000
15528,121500
15529,247500
15530,675000
15531,76500
15532,67500
15533,157500
15534,283500
15535,180000
15536,157500
15537,405000
15538,103500
15539,135000
15540,135000
15541,135000
15542,135000
15543,81000
15544,54000
15545,324000
15546,180000
15547,112500
15548,99000
15549,85500
15550,157500
15551,157500
15552,270000
15553,292500
15554,157500
15555,112500
15556,148500
15557,76500
15558,135000
15559,135000
15560,135000
15561,270000
15562,202500
15563,360000
15564,157500
15565,225000
15566,202500
15567,135000
15568,157500
15569,157500
15570,225000
15571,306000
15572,72000
15573,315000
15574,157500
15575,328500
15576,135000
15577,270000
15578,360000
15579,180000
15580,157500
15581,382500
15582,315000
15583,135000
15584,157500
15585,135000
15586,67500
15587,252000
15588,247500
15589,135000
15590,166500
15591,112500
15592,405000
15593,216000
15594,157500
15595,180000
15596,180000
15597,81000
15598,202500
15599,90000
15600,99000
15601,76500
15602,283500
15603,112500
15604,135000
15605,810000
15606,117000
15607,180000
15608,112500
15609,202500
15610,157500
15611,126000
15612,225000
15613,270000
15614,90000
15615,90000
15616,121500
15617,76500
15618,135000
15619,135000
15620,225000
15621,225000
15622,202500
15623,157500
15624,162000
15625,225000
15626,126000
15627,202500
15628,315000
15629,130500
15630,140400
15631,90000
15632,247500
15633,72000
15634,157500
15635,90000
15636,157500
15637,157500
15638,157500
15639,202500
15640,90000
15641,180000
15642,292500
15643,292500
15644,270000
15645,216000
15646,112500
15647,270000
15648,157500
15649,180000
15650,67500
15651,157500
15652,63000
15653,225000
15654,121500
15655,157500
15656,225000
15657,153000
15658,225000
15659,247500
15660,292500
15661,225000
15662,166500
15663,103500
15664,180000
15665,180000
15666,58500
15667,130500
15668,180000
15669,135000
15670,247500
15671,157500
15672,315000
15673,76500
15674,315000
15675,126000
15676,202500
15677,148500
15678,157500
15679,423000
15680,225000
15681,225000
15682,112500
15683,292500
15684,135000
15685,90000
15686,90000
15687,225000
15688,99000
15689,225000
15690,90000
15691,103500
15692,270000
15693,180000
15694,171000
15695,121500
15696,108000
15697,225000
15698,103500
15699,162000
15700,292500
15701,247500
15702,157500
15703,126000
15704,157500
15705,675000
15706,225000
15707,135000
15708,240750
15709,225000
15710,144000
15711,112500
15712,202500
15713,225000
15714,225000
15715,67500
15716,202500
15717,157500
15718,60750
15719,495000
15720,67500
15721,292500
15722,153000
15723,360000
15724,247500
15725,360000
15726,360000
15727,112500
15728,122400
15729,225000
15730,117000
15731,157500
15732,247500
15733,148500
15734,315000
15735,67500
15736,112500
15737,180000
15738,216000
15739,112500
15740,157500
15741,180000
15742,112500
15743,135000
15744,90000
15745,166500
15746,180000
15747,148500
15748,157500
15749,112500
15750,135000
15751,112500
15752,112500
15753,157500
15754,180000
15755,247500
15756,135000
15757,112500
15758,225000
15759,157500
15760,225000
15761,189000
15762,157500
15763,202500
15764,202500
15765,117000
15766,157500
15767,135000
15768,202500
15769,112500
15770,243000
15771,270000
15772,180000
15773,81000
15774,225000
15775,112500
15776,135000
15777,148500
15778,90000
15779,225000
15780,117000
15781,112500
15782,247500
15783,135000
15784,180000
15785,405000
15786,144000
15787,157500
15788,112500
15789,90000
15790,211500
15791,135000
15792,675000
15793,135000
15794,202500
15795,112500
15796,135000
15797,67500
15798,189000
15799,56700
15800,157500
15801,179100
15802,90000
15803,180000
15804,135000
15805,315000
15806,157500
15807,180000
15808,225000
15809,315000
15810,225000
15811,225000
15812,112500
15813,225000
15814,157500
15815,126000
15816,225000
15817,450000
15818,90000
15819,135000
15820,405000
15821,157500
15822,450000
15823,157500
15824,94500
15825,108000
15826,202500
15827,90000
15828,135000
15829,270000
15830,540000
15831,135000
15832,382500
15833,45000
15834,76500
15835,315000
15836,450000
15837,256500
15838,157500
15839,202500
15840,63000
15841,81000
15842,135000
15843,292500
15844,166500
15845,85500
15846,90000
15847,270000
15848,90000
15849,270000
15850,225000
15851,180000
15852,157500
15853,112500
15854,135000
15855,315000
15856,112500
15857,94500
15858,112500
15859,202500
15860,90000
15861,292500
15862,225000
15863,36900
15864,180000
15865,135000
15866,90000
15867,315000
15868,157500
15869,54000
15870,180000
15871,81000
15872,135000
15873,180000
15874,225000
15875,135000
15876,112500
15877,99000
15878,450000
15879,225000
15880,90000
15881,90000
15882,256500
15883,85500
15884,135000
15885,135000
15886,108000
15887,112500
15888,297000
15889,157500
15890,81000
15891,202500
15892,135000
15893,202500
15894,128542.5
15895,225000
15896,157500
15897,90000
15898,360000
15899,180000
15900,29250
15901,157500
15902,202500
15903,1575000
15904,90000
15905,90000
15906,135000
15907,202500
15908,103500
15909,112500
15910,67500
15911,171000
15912,121500
15913,180000
15914,450000
15915,126000
15916,72000
15917,126000
15918,157500
15919,157500
15920,180000
15921,157500
15922,202500
15923,225000
15924,360000
15925,117000
15926,103500
15927,76500
15928,900000
15929,103500
15930,90000
15931,180000
15932,112500
15933,112500
15934,360000
15935,247500
15936,134419.5
15937,81000
15938,90000
15939,202500
15940,225000
15941,270000
15942,90000
15943,270000
15944,234000
15945,139500
15946,45000
15947,180000
15948,45000
15949,360000
15950,99000
15951,270000
15952,180000
15953,180000
15954,112500
15955,270000
15956,247500
15957,112500
15958,193500
15959,180000
15960,148500
15961,45000
15962,216000
15963,292500
15964,90000
15965,202500
15966,76500
15967,135000
15968,225000
15969,135000
15970,135000
15971,337500
15972,202500
15973,180000
15974,135000
15975,180000
15976,81000
15977,135000
15978,180000
15979,112500
15980,162000
15981,202500
15982,135000
15983,112500
15984,270000
15985,135000
15986,180000
15987,900000
15988,144000
15989,112500
15990,135000
15991,315000
15992,90000
15993,292500
15994,135000
15995,202500
15996,675000
15997,180000
15998,90000
15999,135000
16000,135000
16001,94500
16002,225000
16003,135000
16004,270000
16005,112500
16006,144000
16007,315000
16008,135000
16009,112500
16010,117000
16011,135000
16012,90000
16013,180000
16014,135000
16015,144000
16016,207000
16017,202500
16018,157500
16019,82350
16020,225000
16021,157500
16022,135000
16023,270000
16024,315000
16025,180000
16026,315000
16027,202500
16028,94500
16029,225000
16030,144000
16031,270000
16032,315000
16033,180000
16034,189000
16035,202500
16036,112500
16037,135000
16038,112500
16039,67500
16040,202500
16041,157500
16042,225000
16043,126000
16044,405000
16045,112500
16046,225000
16047,135000
16048,112500
16049,180000
16050,90000
16051,126000
16052,315000
16053,202500
16054,225000
16055,157500
16056,157500
16057,225000
16058,180000
16059,180000
16060,139500
16061,157500
16062,315000
16063,193500
16064,157500
16065,225000
16066,315000
16067,297000
16068,90000
16069,234000
16070,180000
16071,103500
16072,180000
16073,153000
16074,90000
16075,270000
16076,90000
16077,216000
16078,67500
16079,135000
16080,112500
16081,207000
16082,202500
16083,225000
16084,157500
16085,180000
16086,103500
16087,225000
16088,157500
16089,405000
16090,126000
16091,67500
16092,225000
16093,315000
16094,351000
16095,157500
16096,90000
16097,157500
16098,202500
16099,72000
16100,135000
16101,157500
16102,90000
16103,67500
16104,180000
16105,180000
16106,270000
16107,202500
16108,126000
16109,67500
16110,108000
16111,157500
16112,67500
16113,85500
16114,225000
16115,103500
16116,157500
16117,247500
16118,270000
16119,261000
16120,67500
16121,405000
16122,225000
16123,225000
16124,76500
16125,85500
16126,292500
16127,148500
16128,157500
16129,126000
16130,225000
16131,148500
16132,162000
16133,427500
16134,270000
16135,270000
16136,135000
16137,247500
16138,270000
16139,112500
16140,292500
16141,112500
16142,180000
16143,58500
16144,72000
16145,112500
16146,135000
16147,135000
16148,292500
16149,144000
16150,135000
16151,135000
16152,247500
16153,72000
16154,382500
16155,270000
16156,427500
16157,315000
16158,135000
16159,157500
16160,135000
16161,180000
16162,202500
16163,126000
16164,261000
16165,45000
16166,72000
16167,103500
16168,315000
16169,180000
16170,135000
16171,270000
16172,171000
16173,180000
16174,126000
16175,76500
16176,270000
16177,270000
16178,135000
16179,198000
16180,180000
16181,450000
16182,211500
16183,315000
16184,148500
16185,180000
16186,135000
16187,378000
16188,162000
16189,337500
16190,382500
16191,112500
16192,166500
16193,99000
16194,157500
16195,135000
16196,270000
16197,387000
16198,112500
16199,112500
16200,292500
16201,247500
16202,270000
16203,157500
16204,225000
16205,270000
16206,360000
16207,135000
16208,360000
16209,202500
16210,202500
16211,202500
16212,256500
16213,270000
16214,117000
16215,360000
16216,135000
16217,157500
16218,180000
16219,180000
16220,225000
16221,315000
16222,76500
16223,202500
16224,225000
16225,67500
16226,315000
16227,130500
16228,112500
16229,85500
16230,427500
16231,90000
16232,180000
16233,90000
16234,270000
16235,112500
16236,247500
16237,180000
16238,247500
16239,90000
16240,157500
16241,157500
16242,90000
16243,130500
16244,225000
16245,180000
16246,225000
16247,112500
16248,135000
16249,450000
16250,81000
16251,47250
16252,112500
16253,135000
16254,180000
16255,225000
16256,135000
16257,126000
16258,180000
16259,180000
16260,112500
16261,157500
16262,180000
16263,225000
16264,180000
16265,202500
16266,103500
16267,225000
16268,360000
16269,180000
16270,67500
16271,90000
16272,202500
16273,202500
16274,135000
16275,292500
16276,427500
16277,405000
16278,202500
16279,202500
16280,315000
16281,247500
16282,292500
16283,180000
16284,81000
16285,202500
16286,121500
16287,81000
16288,202500
16289,247500
16290,135000
16291,360000
16292,306000
16293,216000
16294,180000
16295,360000
16296,81000
16297,225000
16298,315000
16299,180000
16300,126000
16301,247500
16302,270000
16303,360000
16304,135000
16305,337500
16306,112500
16307,157500
16308,90000
16309,135000
16310,135000
16311,247500
16312,112500
16313,270000
16314,81000
16315,247500
16316,225000
16317,270000
16318,135000
16319,198000
16320,81000
16321,112500
16322,112500
16323,112500
16324,90000
16325,157500
16326,225000
16327,117000
16328,135000
16329,73350
16330,157500
16331,135000
16332,180000
16333,135000
16334,225000
16335,90000
16336,225000
16337,112500
16338,180000
16339,135000
16340,157500
16341,90000
16342,90000
16343,202500
16344,157500
16345,135000
16346,292500
16347,202500
16348,247500
16349,225000
16350,207000
16351,135000
16352,90000
16353,810000
16354,157500
16355,135000
16356,135000
16357,229500
16358,378000
16359,450000
16360,180000
16361,167400
16362,252000
16363,202500
16364,193500
16365,90000
16366,166500
16367,382500
16368,202500
16369,247500
16370,225000
16371,135000
16372,112500
16373,292500
16374,90000
16375,157500
16376,157500
16377,315000
16378,112500
16379,135000
16380,144000
16381,337500
16382,166500
16383,360000
16384,211500
16385,193500
16386,270000
16387,126000
16388,225000
16389,81000
16390,225000
16391,90000
16392,315000
16393,121500
16394,81000
16395,225000
16396,45000
16397,157500
16398,225000
16399,360000
16400,135000
16401,202500
16402,202500
16403,180000
16404,225000
16405,180000
16406,144000
16407,126000
16408,157500
16409,283500
16410,180000
16411,225000
16412,247500
16413,112500
16414,180000
16415,315000
16416,346500
16417,121500
16418,167400
16419,135000
16420,270000
16421,157500
16422,153000
16423,135000
16424,270000
16425,180000
16426,112500
16427,225000
16428,337500
16429,58500
16430,135000
16431,166500
16432,225000
16433,81000
16434,135000
16435,171000
16436,211500
16437,112500
16438,157500
16439,202500
16440,121500
16441,157500
16442,144000
16443,171000
16444,144000
16445,135000
16446,675000
16447,315000
16448,225000
16449,157500
16450,225000
16451,135000
16452,81000
16453,135000
16454,315000
16455,90000
16456,135000
16457,292500
16458,202500
16459,117000
16460,315000
16461,112500
16462,225000
16463,135000
16464,112500
16465,202500
16466,67500
16467,207000
16468,373500
16469,180000
16470,225000
16471,450000
16472,247500
16473,270000
16474,135000
16475,157500
16476,202500
16477,225000
16478,83250
16479,90000
16480,202500
16481,157500
16482,202500
16483,270000
16484,157500
16485,157500
16486,135000
16487,382500
16488,225000
16489,90000
16490,180000
16491,67500
16492,112500
16493,144000
16494,135000
16495,225000
16496,157500
16497,90000
16498,315000
16499,256500
16500,207000
16501,270000
16502,450000
16503,270000
16504,202500
16505,112500
16506,185400
16507,112500
16508,270000
16509,180000
16510,202500
16511,90000
16512,144000
16513,180000
16514,157500
16515,180000
16516,180000
16517,90000
16518,135000
16519,90000
16520,180000
16521,81000
16522,56250
16523,157500
16524,225000
16525,67500
16526,495000
16527,90000
16528,159750
16529,117000
16530,202500
16531,270000
16532,148500
16533,270000
16534,135000
16535,202500
16536,112500
16537,94500
16538,67500
16539,112500
16540,180000
16541,270000
16542,67500
16543,90000
16544,85500
16545,99000
16546,180000
16547,238500
16548,112500
16549,225000
16550,81000
16551,360000
16552,112500
16553,126000
16554,112500
16555,112500
16556,135000
16557,234000
16558,202500
16559,270000
16560,315000
16561,144000
16562,310500
16563,81000
16564,81000
16565,112500
16566,292500
16567,144000
16568,157500
16569,135000
16570,157500
16571,90000
16572,126000
16573,405000
16574,247500
16575,292500
16576,153000
16577,180000
16578,157500
16579,202500
16580,675000
16581,135000
16582,180000
16583,99000
16584,326250
16585,157500
16586,517500
16587,180000
16588,157500
16589,144000
16590,121500
16591,337500
16592,135000
16593,157500
16594,360000
16595,180000
16596,225000
16597,135000
16598,67500
16599,135000
16600,135000
16601,180000
16602,225000
16603,157500
16604,112500
16605,180000
16606,225000
16607,157500
16608,225000
16609,315000
16610,135000
16611,495000
16612,225000
16613,157500
16614,135000
16615,135000
16616,117000
16617,135000
16618,405000
16619,90000
16620,157500
16621,112500
16622,315000
16623,315000
16624,216000
16625,216000
16626,337500
16627,180000
16628,67500
16629,157500
16630,99000
16631,135000
16632,144000
16633,234000
16634,49500
16635,288000
16636,139500
16637,216000
16638,247500
16639,58500
16640,130500
16641,297000
16642,117000
16643,225000
16644,180000
16645,121500
16646,337500
16647,270000
16648,247500
16649,33300
16650,225000
16651,315000
16652,121500
16653,180000
16654,135000
16655,337500
16656,112500
16657,67500
16658,49500
16659,193500
16660,225000
16661,157500
16662,202500
16663,135000
16664,135000
16665,162000
16666,387000
16667,270000
16668,135000
16669,450000
16670,90000
16671,157500
16672,157500
16673,58500
16674,180000
16675,270000
16676,135000
16677,180000
16678,76500
16679,135000
16680,144000
16681,135000
16682,202500
16683,198000
16684,144000
16685,157500
16686,135000
16687,180000
16688,121500
16689,180000
16690,157500
16691,135000
16692,157500
16693,225000
16694,49500
16695,180000
16696,450000
16697,135000
16698,99000
16699,135000
16700,135000
16701,139500
16702,180000
16703,157500
16704,112500
16705,117000
16706,180000
16707,450000
16708,202500
16709,225000
16710,135000
16711,135000
16712,157500
16713,130500
16714,135000
16715,292500
16716,112500
16717,270000
16718,157500
16719,225000
16720,90000
16721,270000
16722,148500
16723,270000
16724,180000
16725,144000
16726,342000
16727,265500
16728,157500
16729,202500
16730,112500
16731,180000
16732,180000
16733,180000
16734,270000
16735,103500
16736,180000
16737,135000
16738,157500
16739,76500
16740,216000
16741,180000
16742,135000
16743,157500
16744,135000
16745,112500
16746,225000
16747,81000
16748,180000
16749,337500
16750,157500
16751,270000
16752,112500
16753,315000
16754,270000
16755,148500
16756,135000
16757,189000
16758,225000
16759,157500
16760,135000
16761,157500
16762,112500
16763,112500
16764,247500
16765,175500
16766,270000
16767,292500
16768,292500
16769,202500
16770,202500
16771,94500
16772,202500
16773,135000
16774,135000
16775,76500
16776,247500
16777,144000
16778,130500
16779,157500
16780,112500
16781,144000
16782,135000
16783,234000
16784,225000
16785,337500
16786,121500
16787,247500
16788,67500
16789,675000
16790,171000
16791,126000
16792,135000
16793,247500
16794,198000
16795,270000
16796,112500
16797,225000
16798,180000
16799,225000
16800,270000
16801,90000
16802,495000
16803,81000
16804,135000
16805,135000
16806,130500
16807,225000
16808,67500
16809,85500
16810,247500
16811,225000
16812,337500
16813,67500
16814,180000
16815,112500
16816,180000
16817,67500
16818,216000
16819,112500
16820,157500
16821,270000
16822,90000
16823,315000
16824,135000
16825,202500
16826,283500
16827,180000
16828,180000
16829,135000
16830,67500
16831,180000
16832,157500
16833,202500
16834,135000
16835,180000
16836,135000
16837,463500
16838,180000
16839,90000
16840,180000
16841,180000
16842,166500
16843,198000
16844,225000
16845,90000
16846,135000
16847,270000
16848,135000
16849,247500
16850,135000
16851,135000
16852,157500
16853,112500
16854,180000
16855,121500
16856,247500
16857,135000
16858,157500
16859,112500
16860,540000
16861,135000
16862,126000
16863,135000
16864,202500
16865,112500
16866,360000
16867,180000
16868,175500
16869,157500
16870,180000
16871,112500
16872,180000
16873,247500
16874,139500
16875,157500
16876,135000
16877,225000
16878,202500
16879,135000
16880,162000
16881,247500
16882,135000
16883,135000
16884,135000
16885,90000
16886,135000
16887,135000
16888,135000
16889,112500
16890,112500
16891,135000
16892,337500
16893,103500
16894,112500
16895,135000
16896,148500
16897,225000
16898,225000
16899,67500
16900,225000
16901,99000
16902,153000
16903,135000
16904,85500
16905,157500
16906,185400
16907,112500
16908,112500
16909,157500
16910,315000
16911,157500
16912,135000
16913,225000
